10000,-930860,94
20000,-879800,89
30000,-828520,84
40000,-777910,79
50000,-571400,59
60000,-522460,54
70000,-501200,52
80000,-440770,46
90000,-388660,41
100000,-370980,39
110000,-335930,36
120000,-325710,35
130000,-294860,32
140000,-294860,32
150000,-286970,31
160000,-243810,27
170000,-221710,25
180000,-201280,23
190000,-191060,22
200000,-188960,22
210000,-188530,22
220000,-176640,21
230000,-168530,20
240000,-166840,20
250000,-166840,20
260000,-166420,20
270000,-166420,20
280000,-166420,20
290000,-165990,20
300000,-165990,20
310000,-165560,20
320000,-157880,19
330000,-157880,19
340000,-157880,19
350000,-157450,19
360000,-157450,19
370000,-150620,18
380000,-150620,18
390000,-91070,12
400000,-80630,11
410000,-80630,11
420000,-70410,10
430000,-68710,10
440000,-68710,10
450000,-68310,10
460000,-65810,10
470000,-65810,10
480000,-65810,10
490000,-65810,10
500000,-61870,9
510000,-48920,8
520000,-48920,8
530000,-47450,8
540000,-40810,7
550000,-40810,7
560000,-37040,7
570000,-37040,7
580000,-26820,6
590000,-26610,6
600000,-26610,6
610000,-26610,6
620000,-18710,5
630000,-18710,5
640000,-18500,5
650000,-18500,5
660000,-18500,5
670000,-18500,5
680000,-18500,5
690000,-18500,5
700000,-16400,5
710000,-16400,5
720000,-14930,5
730000,-4500,4
740000,-4500,4
750000,-4500,4
760000,-2180,4
770000,5720,3
780000,5720,3
790000,5720,3
800000,8030,3
810000,8030,3
820000,8030,3
830000,18460,2
840000,20770,2
850000,20770,2
860000,25300,1
870000,25300,1
880000,25300,1
890000,26760,1
900000,26760,1
910000,28670,1
920000,28670,1
930000,28670,1
940000,30130,1
950000,30130,1
960000,30550,1
970000,30550,1
980000,30550,1
990000,30990,1
1000000,30990,1
1010000,30990,1
1020000,30990,1
1030000,38240,0
1040000,38460,0
1050000,38670,0
1060000,38670,0
1070000,38670,0
1080000,38670,0
1090000,38890,0
1100000,38890,0
1110000,38890,0
1120000,38890,0
1130000,40780,0
1140000,40780,0
1150000,40780,0
1160000,40780,0
1170000,41200,0
1180000,41200,0
1190000,41420,0
1200000,41420,0
1210000,41420,0
1220000,41420,0
1230000,41420,0
1240000,41630,0
1250000,41630,0
1260000,41630,0
1270000,41630,0
1280000,41630,0
1290000,41630,0
1300000,41630,0
1310000,43950,0
1320000,44160,0
1330000,44160,0
1340000,44160,0
1350000,44160,0
1360000,44160,0
1370000,44160,0
1380000,44160,0
1390000,44160,0
1400000,44160,0
1410000,44160,0
1420000,44160,0
1430000,44160,0
1440000,44160,0
1450000,44160,0
1460000,44160,0
1470000,44370,0
1480000,44370,0
1490000,44370,0
1500000,44370,0
1510000,44370,0
1520000,44370,0
1530000,44580,0
1540000,44580,0
1550000,44580,0
1560000,44580,0
1570000,44580,0
1580000,44790,0
1590000,44790,0
1600000,44790,0
1610000,44790,0
1620000,44790,0
1630000,44790,0
1640000,44790,0
1650000,44790,0
1660000,44790,0
1670000,44790,0
1680000,44790,0
1690000,44790,0
1700000,44790,0
1710000,44790,0
1720000,44790,0
1730000,44790,0
1740000,44790,0
1750000,44790,0
1760000,44790,0
1770000,44790,0
1780000,44790,0
1790000,44790,0
1800000,44790,0
1810000,44790,0
1820000,44790,0
1830000,44790,0
1840000,44790,0
1850000,44790,0
1860000,44790,0
1870000,44790,0
1880000,44790,0
1890000,44790,0
1900000,44790,0
1910000,44790,0
1920000,44790,0
1930000,44790,0
1940000,44790,0
1950000,44790,0
1960000,44790,0
1970000,44790,0
1980000,44790,0
1990000,44790,0
2000000,44790,0
2010000,44790,0
2020000,44790,0
2030000,44790,0
2040000,44790,0
2050000,44790,0
2060000,44790,0
2070000,44790,0
2080000,44790,0
2090000,44790,0
2100000,44790,0
2110000,44790,0
2120000,44790,0
2130000,44790,0
2140000,44790,0
2150000,43730,0
2160000,43730,0
2170000,43730,0
2180000,43950,0
2190000,43950,0
2200000,44160,0
2210000,44160,0
2220000,44160,0
2230000,44160,0
2240000,44160,0
2250000,44160,0
2260000,44160,0
2270000,44160,0
2280000,44160,0
2290000,80592,0
2300000,80592,0
2310000,81015,0
2320000,81400,0
2330000,81562,0
2340000,81562,0
2350000,81562,0
2360000,81562,0
2370000,81562,0
2380000,81562,0
2390000,81805,0
2400000,81805,0
2410000,81805,0
2420000,81805,0
2430000,81805,0
2440000,81805,0
2450000,81805,0
2460000,81805,0
2470000,81805,0
2480000,81805,0
2490000,81820,0
2500000,81820,0
2510000,81820,0
2520000,81835,0
2530000,81835,0
2540000,82820,0
2550000,82820,0
2560000,82820,0
2570000,82820,0
2580000,82820,0
2590000,82820,0
2600000,82820,0
2610000,82820,0
2620000,82820,0
2630000,46820,0
2640000,47031,0
2650000,47031,0
2660000,47031,0
2670000,47031,0
2680000,47031,0
2690000,47031,0
2700000,47031,0
2710000,47031,0
2720000,47031,0
2730000,47031,0
2740000,47031,0
2750000,47031,0
2760000,47031,0
2770000,47031,0
2780000,47031,0
2790000,47031,0
2800000,47031,0
2810000,47031,0
2820000,47031,0
2830000,47031,0
2840000,47031,0
2850000,47031,0
2860000,47031,0
2870000,47031,0
2880000,47031,0
2890000,47031,0
2900000,47031,0
2910000,47031,0
2920000,47031,0
2930000,47031,0
2940000,47031,0
2950000,47031,0
2960000,47031,0
2970000,47031,0
2980000,47031,0
2990000,47031,0
3000000,47031,0
3010000,47031,0
3020000,223940,0
3030000,225970,0
