10000,-46840,20
20000,117510,7
30000,146700,6
40000,146700,6
50000,154690,5
60000,177730,3
70000,177730,3
80000,177740,3
90000,7210,1
100000,8660,1
110000,9780,1
120000,9780,1
130000,10220,1
140000,20120,0
150000,20120,0
160000,20120,0
170000,20120,0
180000,20120,0
190000,20120,0
200000,20120,0
210000,20120,0
220000,20120,0
230000,20120,0
240000,20120,0
250000,20120,0
260000,20120,0
270000,20120,0
280000,20120,0
290000,20120,0
300000,20120,0
310000,20120,0
320000,20230,0
330000,21880,0
340000,22660,0
350000,22660,0
360000,22880,0
370000,22880,0
380000,22880,0
390000,23100,0
400000,23100,0
410000,23210,0
420000,23210,0
430000,23210,0
440000,23210,0
450000,23210,0
460000,23210,0
470000,23210,0
480000,23210,0
490000,23210,0
500000,23210,0
510000,23210,0
520000,23210,0
530000,23210,0
540000,23210,0
550000,23210,0
560000,23210,0
570000,23210,0
580000,23210,0
590000,23210,0
600000,23210,0
610000,23210,0
620000,23210,0
630000,23210,0
640000,23210,0
650000,23210,0
660000,23210,0
670000,23210,0
680000,23210,0
690000,23210,0
700000,23210,0
710000,23210,0
720000,23210,0
730000,23210,0
740000,23210,0
750000,23210,0
760000,23210,0
770000,23210,0
780000,23210,0
790000,23210,0
800000,23210,0
810000,23210,0
820000,23210,0
830000,23210,0
840000,23210,0
850000,23210,0
860000,23210,0
870000,23210,0
880000,23210,0
890000,23210,0
900000,23210,0
910000,23210,0
920000,23210,0
930000,23210,0
940000,23210,0
950000,23210,0
960000,23210,0
970000,23210,0
980000,23210,0
990000,23210,0
1000000,23210,0
1010000,23210,0
1020000,23210,0
1030000,23210,0
1040000,23210,0
1050000,23210,0
1060000,23210,0
1070000,23210,0
1080000,23210,0
1090000,23210,0
1100000,23210,0
1110000,23210,0
1120000,23210,0
1130000,23210,0
1140000,23210,0
1150000,23210,0
1160000,23210,0
1170000,23210,0
1180000,23210,0
1190000,23210,0
1200000,23210,0
1210000,23210,0
1220000,23210,0
1230000,23210,0
1240000,23210,0
1250000,23210,0
1260000,23210,0
1270000,23210,0
1280000,23210,0
1290000,23210,0
1300000,23210,0
1310000,23210,0
1320000,23210,0
1330000,23210,0
1340000,23210,0
1350000,23210,0
1360000,23210,0
1370000,23210,0
1380000,23210,0
1390000,23210,0
1400000,23210,0
1410000,23210,0
1420000,23210,0
1430000,23210,0
1440000,23210,0
1450000,23210,0
1460000,23210,0
1470000,23210,0
1480000,23210,0
1490000,23210,0
1500000,23210,0
1510000,23210,0
1520000,23210,0
1530000,23210,0
1540000,23210,0
1550000,23210,0
1560000,23210,0
1570000,23210,0
1580000,23210,0
1590000,23210,0
1600000,23210,0
1610000,23210,0
1620000,23210,0
1630000,23210,0
1640000,23210,0
1650000,23210,0
1660000,23210,0
