10000,-746720,82
20000,-621540,71
30000,-353340,46
40000,-290200,41
50000,-188080,32
60000,-96960,24
70000,-23930,17
80000,35170,12
90000,62240,10
100000,62240,10
110000,62240,10
120000,73350,10
130000,73350,10
140000,74160,8
150000,95290,7
160000,101360,7
170000,101360,7
180000,108320,6
190000,108320,6
200000,108320,6
210000,108320,6
220000,116270,5
230000,127300,4
240000,128420,5
250000,128430,5
260000,141560,5
270000,141560,5
280000,141570,5
290000,142450,4
300000,143580,5
310000,-2420,4
320000,-2420,4
330000,6110,3
340000,6530,3
350000,15280,2
360000,15280,2
370000,15280,2
380000,15280,2
390000,15700,2
400000,17600,2
410000,19380,1
420000,19380,1
430000,19380,1
440000,23170,1
450000,23170,1
460000,24860,1
470000,24860,1
480000,24860,1
490000,24860,1
500000,25480,1
510000,32540,0
520000,32540,0
530000,32540,0
540000,32540,0
550000,32760,0
560000,33180,0
570000,34860,0
580000,34860,0
590000,35930,0
600000,35930,0
610000,35930,0
620000,38460,0
630000,38460,0
640000,38460,0
650000,38460,0
660000,38460,0
670000,38460,0
680000,38460,0
690000,38460,0
700000,38460,0
710000,38460,0
720000,38460,0
730000,38460,0
740000,38460,0
750000,38460,0
760000,38460,0
770000,38460,0
780000,38880,0
790000,38880,0
800000,38880,0
810000,38880,0
820000,38880,0
830000,38880,0
840000,38880,0
850000,38880,0
860000,38880,0
870000,38880,0
880000,38880,0
890000,39300,0
900000,39300,0
910000,40780,0
920000,40780,0
930000,40780,0
940000,40780,0
